"p_value","log10FDR","distal_fold_change","proximal_fold_change","gene","Change"
"NM_000110",1.93116961550178e-09,8.71417958026439,-0.161002010933801,0.161002010933801,"DPYD","Upregulated in Normoxic"
"NM_000113",9.7130454606599e-32,31.0126445786,-0.177576911750495,0.177576911750495,"TOR1A","Upregulated in Normoxic"
"NM_000117",7.1840865780187e-15,14.1436284424698,-0.196568716462396,0.196568716462396,"EMD","Upregulated in Normoxic"
"NM_000122",2.71568162519185e-06,5.56612114622034,-0.0510574507391248,0.051057450739125,"ERCC3","Upregulated in Normoxic"
"NM_000126",0.020137906264149,1.69598568498373,0.0296423958236449,-0.0296423958236449,"ETFA","No Change"
"NM_000127",5.37530314896955e-24,23.2695970379775,-0.147496690951074,0.147496690951074,"EXT1","Upregulated in Normoxic"
"NM_000135",0.00145404417565207,2.83742239887554,0.141164955931281,-0.141164955931281,"FANCA","Upregulated in Hypoxia"
"NM_000137",0.64149650144319,0.192805707812919,0.0125655355028173,-0.0125655355028174,"FAH","No Change"
"NM_000138",1.83806201339583e-05,4.73563984027239,-0.0779210353149795,0.0779210353149795,"FBN1","Upregulated in Normoxic"
"NM_000140",2.14755794460546e-62,61.6680551093673,-0.687403905447482,0.687403905447482,"FECH","Upregulated in Normoxic"
"NM_000143",1.06659065463304e-24,23.9720022258839,-0.301801298527878,0.301801298527878,"FH","Upregulated in Normoxic"
"NM_000144",4.70652613370594e-19,18.3272995254827,-0.420141221794434,0.420141221794434,"FXN","Upregulated in Normoxic"
"NM_000146",2.37273654767976e-31,30.6247504801732,-0.145830980342181,0.145830980342181,"FTL","Upregulated in Normoxic"
"NM_000152",2.86798440620362e-08,7.5424232143425,-0.0681574706616259,0.0681574706616259,"GAA","Upregulated in Normoxic"
"NM_000155",0.0440062153665834,1.35648598013248,-0.0392503938096103,0.0392503938096101,"GALT","No Change"
"NM_000156",0.00111157753960109,2.95406023710684,0.0669497620443388,-0.0669497620443389,"GAMT","Upregulated in Hypoxia"
"NM_000157",7.62037390418421e-10,9.11802371887824,0.0668286920558765,-0.0668286920558766,"GBA","Upregulated in Hypoxia"
"NM_000158",6.03652227370576e-12,11.2192131925585,-0.199846570341595,0.199846570341595,"GBE1","Upregulated in Normoxic"
"NM_000159",0.0458135000098223,1.33900652820017,0.031980300036608,-0.0319803000366079,"GCDH","No Change"
"NM_000161",4.53499885388455e-14,13.3434228183617,-0.113031040384291,0.113031040384291,"GCH1","Upregulated in Normoxic"
"NM_000165",0.205214755874507,0.687791414688525,-0.0342559569428343,0.0342559569428344,"GJA1","No Change"
"NM_000169",0.102305167599378,0.990102428817528,-0.0178559183778857,0.0178559183778856,"GLA","No Change"
"NM_000178",1.72707707616228e-06,5.76268828026403,-0.0545620179403913,0.0545620179403911,"GSS","Upregulated in Normoxic"
"NM_000181",0.0022852203316313,2.64107192067135,-0.0237091704432745,0.0237091704432746,"GUSB","No Change"
"NM_000182",6.13932493641779e-138,137.211879380081,-0.854700496678218,0.854700496678218,"HADHA","Upregulated in Normoxic"
"NM_000183",5.92278078860568e-16,15.2274743409806,-0.110946408252286,0.110946408252286,"HADHB","Upregulated in Normoxic"
"NM_000186",0.0445682743738311,1.35097418091116,-0.0428991462967047,0.0428991462967047,"CFH","No Change"
"NM_000190",0.0902410134501892,1.04459603599644,-0.0244221257916987,0.0244221257916988,"HMBS","No Change"
"NM_000194",3.20129210879912e-19,18.4946746959116,-0.149944930476684,0.149944930476684,"HPRT1","Upregulated in Normoxic"
"NM_000195",5.86924570772171e-05,4.23141770897781,-0.0890490544846671,0.089049054484667,"HPS1","Upregulated in Normoxic"
"NM_000203",2.70807893957825e-14,13.5673386802662,-0.189013744301241,0.189013744301241,"IDUA","Upregulated in Normoxic"
"NM_000204",8.87598582813736e-09,8.05178339985673,-0.0902801190571276,0.0902801190571275,"CFI","Upregulated in Normoxic"
"NM_000206",0.0573797597843097,1.24124127422469,0.0255903038429097,-0.0255903038429097,"IL2RG","No Change"
"NM_000208",6.73932768117833e-21,20.1713834267463,-0.189057949926868,0.189057949926868,"INSR","Upregulated in Normoxic"
"NM_000211",0.934828357933461,0.0292681217962628,0.00109388696752749,-0.00109388696752769,"ITGB2","No Change"
"NM_000227",1.36518531189719e-06,5.86480839296615,-0.100820655038257,0.100820655038257,"LAMA3","Upregulated in Normoxic"
"NM_000232",7.76668897808168e-21,20.1097640860914,-0.25555924563536,0.25555924563536,"SGCB","Upregulated in Normoxic"
"NM_000234",1.49453489579673e-20,19.8254939401931,-0.185800873049097,0.185800873049097,"LIG1","Upregulated in Normoxic"
"NM_000240",1.18594485938683e-60,59.9259355030634,-0.415534933517658,0.415534933517658,"MAOA","Upregulated in Normoxic"
"NM_000249",0.000167205691583155,3.77674894351729,0.0519814059341481,-0.0519814059341481,"MLH1","Upregulated in Hypoxia"
"NM_000251",4.13639702458506e-20,19.3833777829433,-0.17862874557927,0.17862874557927,"MSH2","Upregulated in Normoxic"
"NM_000252",0.410730549746068,0.386442993536137,-0.0313856632862546,0.0313856632862548,"MTM1","No Change"
"NM_000254",0.0651340103639083,1.1861921810721,-0.0585243475193003,0.0585243475193003,"MTR","No Change"
"NM_000255",6.95608883755351e-19,18.1576348801752,-0.211196784534045,0.211196784534045,"MUT","Upregulated in Normoxic"
"NM_000259",0.735207318668351,0.133590178388186,-0.0165237338972628,0.016523733897263,"MYO5A","No Change"
"NM_000262",2.22146672495656e-08,7.65336018761149,0.109039900803458,-0.109039900803458,"NAGA","Upregulated in Hypoxia"
"NM_000267",1.99813554215811e-29,28.6993750550416,-0.189214000940739,0.189214000940739,"NF1","Upregulated in Normoxic"
"NM_000270",8.37766510218154e-25,24.0768770045837,0.24860660336383,-0.24860660336383,"PNP","Upregulated in Hypoxia"
"NM_000271",0.0278851450824525,1.55462709159399,0.0206796062915388,-0.0206796062915388,"NPC1","No Change"
"NM_000281",0.0769431631161599,1.11382996391357,0.0191912148517287,-0.0191912148517285,"PCBD1","No Change"
"NM_000287",0.161675724152951,0.791355185151674,-0.0378384340558078,0.0378384340558079,"PEX6","No Change"
"NM_000288",2.21304077390715e-10,9.65501058439188,-0.196767787517747,0.196767787517746,"PEX7","Upregulated in Normoxic"
"NM_000291",2.5883318347427e-10,9.58698004610254,0.123126041547508,-0.123126041547508,"PGK1","Upregulated in Hypoxia"
"NM_000292",8.16944946889536e-32,31.0878072091563,-0.264025530568643,0.264025530568643,"PHKA2","Upregulated in Normoxic"
"NM_000294",0.00149516263232747,2.82531156554627,-0.0331007508540101,0.0331007508540103,"PHKG2","No Change"
"NM_000297",6.5929844974729e-10,9.18091794544087,-0.116197938972238,0.116197938972238,"PKD2","Upregulated in Normoxic"
"NM_000305",0.032675399308953,1.48577909642943,-0.0416316914896814,0.0416316914896814,"PON2","No Change"
"NM_000314",2.92154899633951e-34,33.5343868258824,-0.251965530529425,0.251965530529425,"PTEN","Upregulated in Normoxic"
"NM_000317",6.3435560349662e-09,8.19766721949741,-0.100949930139467,0.100949930139467,"PTS","Upregulated in Normoxic"
"NM_000320",8.57782606907201e-11,10.0666227641133,-0.120336598431794,0.120336598431794,"QDPR","Upregulated in Normoxic"
"NM_000321",1.42674845119468e-10,9.84565259022668,-0.112771765846785,0.112771765846785,"RB1","Upregulated in Normoxic"
"NM_000331",0.0970461974987964,1.01302147663464,-0.0199710264360377,0.0199710264360376,"SAA1","No Change"
"NM_000344",0.000525596479021189,3.27934755278387,-0.0500977960130593,0.0500977960130593,"SMN1","Upregulated in Normoxic"
"NM_000358",1.19288560925243e-10,9.92340120063171,-0.0997693114027477,0.0997693114027476,"TGFBI","Upregulated in Normoxic"
"NM_000362",2.74821258397903e-45,44.5609496760964,-0.242992594384379,0.24299259438438,"TIMP3","Upregulated in Normoxic"
"NM_000365",4.03170442782268e-09,8.39451131437772,-0.0878776540952179,0.0878776540952178,"TPI1","Upregulated in Normoxic"
"NM_000367",0.008776224488102,2.05669227642047,-0.0752849646950595,0.0752849646950595,"TPMT","Upregulated in Normoxic"
"NM_000373",2.72858575726396e-05,4.56406239213876,-0.162208667864909,0.162208667864909,"UMPS","Upregulated in Normoxic"
"NM_000374",2.7760727757484e-21,20.5565691528816,0.214966499228557,-0.214966499228557,"UROD","Upregulated in Hypoxia"
"NM_000375",0.000251535216221358,3.59940120289463,-0.0415346492927982,0.0415346492927981,"UROS","No Change"
"NM_000377",1.90024859578272e-06,5.72118957972386,-0.089138221964154,0.0891382219641539,"WAS","Upregulated in Normoxic"
"NM_000380",1.67249144243948e-14,13.7766360956892,-0.16278920851807,0.16278920851807,"XPA","Upregulated in Normoxic"
"NM_000382",3.85872198810408e-15,14.4135565102033,-0.114053516969137,0.114053516969137,"ALDH3A2","Upregulated in Normoxic"
"NM_000386",3.48195610961894e-11,10.4581767075066,-0.0825615404777568,0.0825615404777568,"BLMH","Upregulated in Normoxic"
"NM_000387",0.000197323162104892,3.70482193358238,-0.0627520743580307,0.0627520743580307,"SLC25A20","Upregulated in Normoxic"
"NM_000391",0.00163655607535023,2.78606910933065,0.0568653623316887,-0.0568653623316889,"TPP1","Upregulated in Hypoxia"
"NM_000393",0.00196891589233047,2.70577283555154,-0.0866258148401495,0.0866258148401494,"COL5A2","Upregulated in Normoxic"
"NM_000396",0.0110419611081489,1.95695378685953,-0.0433778571044035,0.0433778571044036,"CTSK","No Change"
"NM_000400",8.41930309896763e-05,4.07472385538855,0.162331282657272,-0.162331282657272,"ERCC2","Upregulated in Hypoxia"
"NM_000401",3.55535512025389e-25,24.4491170140442,-0.197329927633968,0.197329927633969,"EXT2","Upregulated in Normoxic"
"NM_000402",1.12863722399124e-15,14.9474456302069,-0.158059617456701,0.158059617456701,"G6PD","Upregulated in Normoxic"
"NM_000404",0.0163914956254041,1.78538141786173,0.0434176553018456,-0.0434176553018457,"GLB1","No Change"
"NM_000405",0.000196495911798936,3.70664648092027,-0.110708495208043,0.110708495208043,"GM2A","Upregulated in Normoxic"
"NM_000416",4.29670125343163e-18,17.3668648414514,-0.139570497729673,0.139570497729673,"IFNGR1","Upregulated in Normoxic"
"NM_000421",1.20183598442902e-08,7.92015479682386,-0.099004073879886,0.099004073879886,"KRT10","Upregulated in Normoxic"
"NM_000422",0.00414043489783141,2.38295403960164,-0.0478049939146654,0.0478049939146655,"KRT17","No Change"
"NM_000428",4.1592109952281e-31,30.3809890474786,-0.283390158608557,0.283390158608557,"LTBP2","Upregulated in Normoxic"
"NM_000430",3.12443721453291e-57,56.5052281980428,-0.573641733361699,0.573641733361699,"PAFAH1B1","Upregulated in Normoxic"
"NM_000433",6.2893569320782e-05,4.20139375759563,-0.0467618085802018,0.046761808580202,"NCF2","No Change"
"NM_000434",3.27843101928364e-07,6.48433394979208,-0.0855009818301651,0.0855009818301653,"NEU1","Upregulated in Normoxic"
"NM_000436",2.95574805299808e-23,22.5293325878198,-0.161226485525355,0.161226485525355,"OXCT1","Upregulated in Normoxic"
"NM_000437",1.94229609186876e-14,13.7116845636851,-0.128859166413333,0.128859166413333,"PAFAH2","Upregulated in Normoxic"
"NM_000442",2.04026281423653e-64,63.6903138857991,0.63675056289258,-0.63675056289258,"PECAM1","Upregulated in Hypoxia"
"NM_000449",2.22672476136686e-26,25.6523334614603,-0.17803942452503,0.17803942452503,"RFX5","Upregulated in Normoxic"
"NM_000454",2.84427005143095e-10,9.54602917155746,-0.119139694301741,0.119139694301741,"SOD1","Upregulated in Normoxic"
"NM_000455",1.61096360667142e-07,6.79291427063001,-0.209888390615287,0.209888390615287,"STK11","Upregulated in Normoxic"
"NM_000462",2.5758978982517e-21,20.5890713552504,-0.183590576826458,0.183590576826458,"UBE3A","Upregulated in Normoxic"
"NM_000466",4.82891706651621e-08,7.31615025325852,-0.223660350513693,0.223660350513693,"PEX1","Upregulated in Normoxic"
"NM_000476",3.19826852893265e-07,6.49508507538098,-0.148374900739289,0.14837490073929,"AK1","Upregulated in Normoxic"
"NM_000480",0.753578923340855,0.122871256718322,-0.0102334187464022,0.0102334187464021,"AMPD3","No Change"
"NM_000483",0.121684805819475,0.914763646590957,-0.0723508442246841,0.072350844224684,"APOC2","No Change"
"NM_000485",0.0636442908356547,1.19624054833047,-0.0166378971398353,0.0166378971398352,"APRT","No Change"
"NM_000487",0.00215828071140706,2.66589207054898,0.199140249853749,-0.199140249853749,"ARSA","Upregulated in Hypoxia"
"NM_000512",5.90620711855022e-72,71.2286913272886,-0.254568708268385,0.254568708268385,"GALNS","Upregulated in Normoxic"
"NM_000517",0.0144640457727123,1.83971021250443,-0.0530740707150641,0.053074070715064,"HBA2","Upregulated in Normoxic"
"NM_000518",0.177018103505567,0.751982316403596,0.0225318215831191,-0.0225318215831191,"HBB","No Change"
"NM_000520",3.06747469614697e-40,39.5132190111174,0.360052785717999,-0.360052785718,"HEXA","Upregulated in Hypoxia"
"NM_000527",8.59534113778259e-05,4.0657368820582,-0.0480192483799995,0.0480192483799995,"LDLR","No Change"
"NM_000528",4.12143264641463e-06,5.3849517931221,-0.0565813043158247,0.0565813043158247,"MAN2B1","Upregulated in Normoxic"
"NM_000532",2.3757994889891e-19,18.6241902154165,-0.126591588125685,0.126591588125685,"PCCB","Upregulated in Normoxic"
"NM_000535",0.000474709494913252,3.32357208164336,-0.0760931900604409,0.0760931900604409,"PMS2","Upregulated in Normoxic"
"NM_000542",0.237772480647723,0.623838411258266,-0.0394362096669846,0.0394362096669846,"SFTPB","No Change"
"NM_000544",0.222966136796789,0.651761090848823,0.0553149446188327,-0.0553149446188325,"TAP2","No Change"
"NM_000551",7.27417809120009e-12,11.1382160704687,-0.0986618944877193,0.0986618944877192,"VHL","Upregulated in Normoxic"
"NM_000552",0.0472975966585989,1.32516092658622,0.0307257348935249,-0.030725734893525,"VWF","No Change"
"NM_000558",0.0283655328232286,1.54720905415764,0.0931425651197047,-0.0931425651197047,"HBA1","Upregulated in Hypoxia"
"NM_000560",0.323235434120428,0.490481036513001,-0.0180532206575458,0.0180532206575457,"CD53","No Change"
"NM_000566",5.54694382028303e-06,5.25594623265454,0.217971893102993,-0.217971893102993,"FCGR1A","Upregulated in Hypoxia"
"NM_000570",0.00251897774596321,2.59877566928159,0.151469876952062,-0.151469876952062,"FCGR3B","Upregulated in Hypoxia"
"NM_000574",0.000129121422586616,3.88900169778531,-0.112623515269017,0.112623515269017,"CD55","Upregulated in Normoxic"
"NM_000578",0.00896695539854363,2.04735499040773,-0.113833791728438,0.113833791728438,"SLC11A1","Upregulated in Normoxic"
"NM_000581",1.51739399006972e-05,4.81890164037524,-0.103261157779103,0.103261157779103,"GPX1","Upregulated in Normoxic"
"NM_000584",0.425467335556697,0.3711337764302,-0.0194004811579088,0.0194004811579088,"IL8","No Change"
"NM_000587",3.69543386977162e-07,6.43233456506729,-0.0687328404342208,0.0687328404342208,"C7","Upregulated in Normoxic"
"NM_000597",7.01310956303914e-06,5.15408937623716,-0.0496569708983233,0.0496569708983232,"IGFBP2","No Change"
"NM_000602",4.00358156945828e-25,24.397551318698,-0.197437221052181,0.197437221052181,"SERPINE1","Upregulated in Normoxic"
"NM_000627",6.06876340392513e-25,24.2168997935316,-0.222842189741024,0.222842189741024,"LTBP1","Upregulated in Normoxic"
"NM_000629",3.97451744393333e-10,9.40071559258204,-0.221834191949281,0.221834191949281,"IFNAR1","Upregulated in Normoxic"
"NM_000631",0.123054985611746,0.909900786026136,0.0188329126473762,-0.0188329126473761,"NCF4","No Change"
"NM_000632",1.88594139127618e-11,10.7244718078027,-0.13640605417707,0.13640605417707,"ITGAM","Upregulated in Normoxic"
"NM_000636",1.21148974130553e-17,16.9166802590446,-0.242075662092641,0.242075662092641,"SOD2","Upregulated in Normoxic"
"NM_000655",7.01260966356494e-16,15.1541203341623,-0.102371682414568,0.102371682414568,"SELL","Upregulated in Normoxic"
"NM_000660",0.161341302754621,0.792254440656605,-0.0575198289100172,0.0575198289100172,"TGFB1","No Change"
"NM_000671",1.46248764448685e-22,21.8349077942741,-0.272695580325694,0.272695580325694,"ADH5","Upregulated in Normoxic"
"NM_000676",0.00472131079119374,2.32593741018983,0.0713391242252867,-0.0713391242252868,"ADORA2B","Upregulated in Hypoxia"
"NM_000689",0.708598276420307,0.149599908370411,-0.0079712114136048,0.00797121141360478,"ALDH1A1","No Change"
"NM_000690",0.075351981306536,1.12290532385124,-0.0219194471225501,0.0219194471225501,"ALDH2","No Change"
"NM_000693",0.253870532265969,0.595387706440153,0.0121479693064735,-0.0121479693064736,"ALDH1A3","No Change"
"NM_000700",4.5276255352645e-20,19.3441294993757,-0.120289016830151,0.120289016830151,"ANXA1","Upregulated in Normoxic"
"NM_000701",3.29552679666032e-10,9.48207515266456,-0.0486346996456365,0.0486346996456365,"ATP1A1","No Change"
"NM_000709",5.8382749501373e-05,4.23371545602227,-0.065059130975337,0.0650591309753372,"BCKDHA","Upregulated in Normoxic"
"NM_000712",1.75339976386734e-11,10.7561190562687,-0.06595784303656,0.0659578430365601,"BLVRA","Upregulated in Normoxic"
"NM_000713",1.89980531621857e-17,16.7212909013756,0.0942461315861101,-0.0942461315861101,"BLVRB","Upregulated in Hypoxia"
"NM_000714",0.0297088386726776,1.52711432456475,0.0243732508911538,-0.024373250891154,"TSPO","No Change"
"NM_000715",2.71587057455129e-23,22.5660909303037,0.237252497732176,-0.237252497732176,"C4BPA","Upregulated in Hypoxia"
"NM_000733",0.225155719762219,0.647517015924601,-0.0252085134550711,0.0252085134550711,"CD3E","No Change"
"NM_000747",2.91382701860363e-05,4.53553623399904,-0.0711068677025075,0.0711068677025075,"CHRNB1","Upregulated in Normoxic"
"NM_000754",0.00490778060424338,2.30911486006406,-0.0854638990249315,0.0854638990249316,"COMT","Upregulated in Normoxic"
"NM_000760",0.094216923005818,1.02587108332231,-0.0140627711087022,0.0140627711087022,"CSF3R","No Change"
"NM_000784",0.107405426125422,0.968973777511682,-0.0205059514857616,0.0205059514857615,"CYP27A1","No Change"
"NM_000801",1.47412611548118e-21,20.8314653598185,-0.197260116759965,0.197260116759965,"FKBP1A","Upregulated in Normoxic"
"NM_000802",0.00143257319934178,2.84388317790646,-0.0491875921802953,0.0491875921802955,"FOLR1","No Change"
"NM_000803",0.214708440394178,0.668150882696652,-0.0162655070802486,0.0162655070802486,"FOLR2","No Change"
"NM_000820",2.05383935672438e-19,18.6874335282249,0.153826360886728,-0.153826360886728,"GAS6","Upregulated in Hypoxia"
"NM_000848",0.00673831090439256,2.17144895462723,-0.0454722664204641,0.0454722664204642,"GSTM2","No Change"
"NM_000852",0.0125342016365501,1.90190332312442,-0.02457314274571,0.02457314274571,"GSTP1","No Change"
"NM_000853",1.11507550519589e-09,8.95269572420353,-0.0520417796058825,0.0520417796058825,"GSTT1","Upregulated in Normoxic"
"NM_000856",5.52658280651604e-33,32.2575433184228,-0.352395962130029,0.352395962130029,"GUCY1A3","Upregulated in Normoxic"
"NM_000857",0.00116864629566471,2.93231691320505,-0.0570637038645792,0.0570637038645792,"GUCY1B3","Upregulated in Normoxic"
"NM_000859",0.000122893697073973,3.91047039047553,-0.0646680046440121,0.0646680046440122,"HMGCR","Upregulated in Normoxic"
"NM_000875",4.20573155606729e-21,20.3761584509648,-0.21933941221524,0.21933941221524,"IGF1R","Upregulated in Normoxic"
"NM_000883",1.76587282958588e-06,5.75304057561562,-0.0653317071593748,0.0653317071593747,"IMPDH1","Upregulated in Normoxic"
"NM_000889",0.0187463786079284,1.72708261606929,0.0445279917303026,-0.0445279917303025,"ITGB7","No Change"
"NM_000895",7.8534542764753e-09,8.10493928042106,-0.102623241087939,0.102623241087939,"LTA4H","Upregulated in Normoxic"
"NM_000900",7.61556412588861e-13,12.1182979206029,-0.160375993358443,0.160375993358443,"MGP","Upregulated in Normoxic"
"NM_000904",7.86869060627483e-08,7.10409753063727,-0.0595054959208036,0.0595054959208036,"NQO2","Upregulated in Normoxic"
"NM_000918",0.1376780811622,0.861135195458497,-0.0174189122562785,0.0174189122562783,"P4HB","No Change"
"NM_000925",0.0258022271382337,1.58834280597086,-0.0244404771322866,0.0244404771322866,"PDHB","No Change"
"NM_000932",6.58425178884968e-29,28.1814935695915,0.520161519033065,-0.520161519033065,"PLCB3","Upregulated in Hypoxia"
"NM_000935",3.55018373027718e-21,20.4497491706123,-0.145813373178761,0.145813373178761,"PLOD2","Upregulated in Normoxic"
"NM_000937",1.34805934184433e-10,9.87029098964915,-0.141240173205349,0.141240173205349,"POLR2A","Upregulated in Normoxic"
"NM_000941",0.00246464562430592,2.60824551633495,-0.0430222263822611,0.0430222263822611,"POR","No Change"
"NM_000943",0.000113514088350622,3.94495023438952,-0.0642675759567999,0.0642675759568001,"PPIC","Upregulated in Normoxic"
"NM_000951",0.0468734422407142,1.3290731520643,-0.0479170334429495,0.0479170334429495,"PRRG2","No Change"
"NM_000963",7.72939621519148e-15,14.11185442984,-0.160260229646896,0.160260229646896,"PTGS2","Upregulated in Normoxic"
"NM_000968",8.83543491942576e-09,8.05377206772397,-0.0697987794378899,0.06979877943789,"RPL4","Upregulated in Normoxic"
"NM_000981",2.62653308766589e-30,29.5806171238157,-0.148333234584272,0.148333234584272,"RPL19","Upregulated in Normoxic"
"NM_000983",1.09672098228237e-41,40.9599038476013,-0.310859732423139,0.310859732423139,"RPL22","Upregulated in Normoxic"
"NM_000984",0.150078063912695,0.823682781560006,0.0254090871946767,-0.0254090871946767,"RPL23A","No Change"
"NM_000990",0.248110929346168,0.605354104529941,0.31791169026638,-0.31791169026638,"RPL27A","No Change"
"NM_000991",0.0178329147446306,1.74877766669268,0.334745978700246,-0.334745978700246,"RPL28","Upregulated in Hypoxia"
"NM_000992",4.04129966098544e-12,11.3934789455763,-0.0707941719556998,0.0707941719556998,"RPL29","Upregulated in Normoxic"
"NM_000994",0.192691351906775,0.71513777628096,-0.0181666479649855,0.0181666479649852,"RPL32","No Change"
"NM_000995",7.69842413714355e-11,10.1135981655528,-0.22074306132956,0.22074306132956,"RPL34","Upregulated in Normoxic"
"NM_000997",6.4787541441283e-20,19.1885085003563,-2.32837225782781,2.32837225782781,"RPL37","Upregulated in Normoxic"
"NM_001001",1.49963711723348e-07,6.82401381897722,-0.0704950924251304,0.0704950924251302,"RPL36AL","Upregulated in Normoxic"
"NM_001001132",8.93302740593021e-20,19.0490013336227,-0.165575093067117,0.165575093067117,"ITSN1","Upregulated in Normoxic"
"NM_001001330",2.13575504453676e-29,28.6704485591839,-0.329402410867811,0.329402410867811,"REEP3","Upregulated in Normoxic"
"NM_001001417",0.00915313450390447,2.03843015570039,-0.0549220431689557,0.0549220431689556,"TBC1D3B","Upregulated in Normoxic"
"NM_001001520",0.00219619088087378,2.65832991608554,-0.0983914930424207,0.0983914930424207,"HDGFRP2","Upregulated in Normoxic"
"NM_001001561",1.7799372225652e-05,4.74959531475532,-0.245283041592375,0.245283041592375,"GGA1","Upregulated in Normoxic"
"NM_001001563",0.000680339123532968,3.16727455381391,-0.129520842236878,0.129520842236878,"TIMM50","Upregulated in Normoxic"
"NM_001001660",8.11115903146099e-06,5.09091708351971,-0.104413090033834,0.104413090033834,"LYRM5","Upregulated in Normoxic"
"NM_001001664",2.61395989919927e-28,27.582701079223,-0.213603075605262,0.213603075605262,"SPOPL","Upregulated in Normoxic"
"NM_001001683",0.643607062186252,0.191379199110466,0.00589716680197367,-0.00589716680197375,"MED11","No Change"
"NM_001001794",0.0560797392881455,1.25119401404965,-0.0336600278674112,0.0336600278674113,"FAM116B","No Change"
"NM_001001795",0.427093282734519,0.369477259044431,0.020559225384616,-0.0205592253846161,"C8orf82","No Change"
"NM_001001852",2.24081885684186e-25,24.649593249513,-0.162762598404694,0.162762598404694,"PIM3","Upregulated in Normoxic"
"NM_001001937",0.843957535093583,0.073679404960243,0.00225593819567408,-0.00225593819567408,"ATP5A1","No Change"
"NM_001002",0.0048760544943633,2.31193144938897,0.0285754643207143,-0.0285754643207143,"RPLP0","No Change"
"NM_001002029",0.40676003481143,0.390661724169902,0.0111977494073249,-0.0111977494073248,"C4B","No Change"
"NM_001002243",8.48536183903901e-24,23.0713296334468,-0.143134734814233,0.143134734814233,"AFTPH","Upregulated in Normoxic"
"NM_001002249",0.44876476022535,0.347981253892175,-0.015241078155695,0.0152410781556949,"ANAPC11","No Change"
"NM_001002251",1.42750465858611e-10,9.84542246578268,-0.057138234701568,0.0571382347015678,"ARL6IP4","Upregulated in Normoxic"
"NM_001002252",1.50217939215597e-14,13.8232782002405,-0.0931025761481552,0.0931025761481553,"ARL6IP4","Upregulated in Normoxic"
